Date,Max_Temp,Min_Temp,Rainfall,Variety,Blight_Risk,Resistance_Level,Marketable_Yield_t_ha,Fungicide_Apps,Environmental_Impact,Variety_Notes,Month,Average_Humidity_2019 (%),High_Humidity_Season,Humidity_Above_80%,Planting_Season,Planting_Months
2010-02-27,16.2,8.1,1.6,Poccoya,Low,High,25.1,7.0,High,"Widespread, moderate resistance",February,84.46,True,True,other,['Not Planting Season']
2010-02-28,17.6,7.6,31.0,INIA-303 Canchan,Medium,Moderately Resistant,25.1,7.0,High,"Widespread, moderate resistance",February,84.46,True,True,other,['Not Planting Season']
2010-03-01,18.5,9.1,2.7,INIA-321 Kawsay,Low,High,25.1,7.0,High,"Widespread, moderate resistance",March,79.52,True,False,other,['Not Planting Season']
2010-03-02,20.8,8.8,14.7,INIA-302 Amarilis,Medium,Moderately Susceptible,27.2,6.0,High,"Commonly grown, higher EIR",March,79.52,True,False,other,['Not Planting Season']
2010-03-03,19.0,8.2,0.0,Poccoya,Low,High,25.1,7.0,High,"Widespread, moderate resistance",March,79.52,True,False,other,['Not Planting Season']
2010-03-04,17.5,9.4,14.0,Poccoya,Medium,High,25.1,7.0,High,"Widespread, moderate resistance",March,79.52,True,False,other,['Not Planting Season']
2010-03-05,19.8,9.0,11.2,INIA-303 Canchan,Medium,Moderately Resistant,25.1,7.0,High,"Widespread, moderate resistance",March,79.52,True,False,other,['Not Planting Season']
2010-03-06,19.4,8.7,1.2,INIA-303 Canchan,Low,Moderately Resistant,25.1,7.0,High,"Widespread, moderate resistance",March,79.52,True,False,other,['Not Planting Season']
2010-03-07,19.4,8.4,0.0,INIA-321 Kawsay,Low,High,25.1,7.0,High,"Widespread, moderate resistance",March,79.52,True,False,other,['Not Planting Season']
2010-03-08,20.0,8.0,2.2,INIA-303 Canchan,Low,Moderately Resistant,25.1,7.0,High,"Widespread, moderate resistance",March,79.52,True,False,other,['Not Planting Season']
2010-03-09,19.2,8.0,0.0,INIA-303 Canchan,Low,Moderately Resistant,25.1,7.0,High,"Widespread, moderate resistance",March,79.52,True,False,other,['Not Planting Season']
2010-03-10,19.7,7.2,0.0,INIA-303 Canchan,Low,Moderately Resistant,25.1,7.0,High,"Widespread, moderate resistance",March,79.52,True,False,other,['Not Planting Season']
2010-03-11,19.3,8.8,0.0,Poccoya,Low,High,25.1,7.0,High,"Widespread, moderate resistance",March,79.52,True,False,other,['Not Planting Season']
2010-03-12,19.8,8.5,0.0,Poccoya,Low,High,25.1,7.0,High,"Widespread, moderate resistance",March,79.52,True,False,other,['Not Planting Season']
2010-03-13,20.6,8.0,0.0,Poccoya,Low,High,25.1,7.0,High,"Widespread, moderate resistance",March,79.52,True,False,other,['Not Planting Season']
2010-03-14,19.2,8.6,0.0,Yungay,Low,Moderately Susceptible,25.1,7.0,High,"Widespread, moderate resistance",March,79.52,True,False,other,['Not Planting Season']
2010-03-15,20.5,9.1,12.2,CIP Matilde,Medium,High,25.1,7.0,High,"Widespread, moderate resistance",March,79.52,True,False,other,['Not Planting Season']
2010-03-16,15.8,8.2,6.5,Poccoya,Medium,High,25.1,7.0,High,"Widespread, moderate resistance",March,79.52,True,False,other,['Not Planting Season']
2010-03-17,18.2,7.8,1.7,Poccoya,Low,High,25.1,7.0,High,"Widespread, moderate resistance",March,79.52,True,False,other,['Not Planting Season']
2010-03-18,19.5,8.6,1.4,Poccoya,Low,High,25.1,7.0,High,"Widespread, moderate resistance",March,79.52,True,False,other,['Not Planting Season']
2010-03-19,18.0,7.5,5.0,Yungay,Low,Moderately Susceptible,25.1,7.0,High,"Widespread, moderate resistance",March,79.52,True,False,other,['Not Planting Season']
2010-03-20,21.2,8.8,0.0,INIA-303 Canchan,Medium,Moderately Resistant,25.1,7.0,High,"Widespread, moderate resistance",March,79.52,True,False,other,['Not Planting Season']
2010-03-21,21.5,8.4,1.7,Yungay,Low,Moderately Susceptible,25.1,7.0,High,"Widespread, moderate resistance",March,79.52,True,False,other,['Not Planting Season']
2010-03-22,20.2,8.0,0.0,Yungay,Low,Moderately Susceptible,25.1,7.0,High,"Widespread, moderate resistance",March,79.52,True,False,other,['Not Planting Season']
2010-03-23,20.2,6.8,0.0,INIA-303 Canchan,Low,Moderately Resistant,25.1,7.0,High,"Widespread, moderate resistance",March,79.52,True,False,other,['Not Planting Season']
2010-03-24,19.8,8.3,3.3,INIA-302 Amarilis,Low,Moderately Susceptible,27.2,6.0,High,"Commonly grown, higher EIR",March,79.52,True,False,other,['Not Planting Season']
2010-03-25,20.1,8.4,0.0,Yungay,Low,Moderately Susceptible,25.1,7.0,High,"Widespread, moderate resistance",March,79.52,True,False,other,['Not Planting Season']
2010-03-26,20.0,8.3,0.0,INIA-321 Kawsay,Low,High,25.1,7.0,High,"Widespread, moderate resistance",March,79.52,True,False,other,['Not Planting Season']
2010-03-27,19.9,8.4,0.0,CIP Matilde,Low,High,25.1,7.0,High,"Widespread, moderate resistance",March,79.52,True,False,other,['Not Planting Season']
2010-03-28,21.2,8.1,9.0,Poccoya,Medium,High,25.1,7.0,High,"Widespread, moderate resistance",March,79.52,True,False,other,['Not Planting Season']
2010-03-29,20.2,7.8,0.0,INIA-321 Kawsay,Low,High,25.1,7.0,High,"Widespread, moderate resistance",March,79.52,True,False,other,['Not Planting Season']
2010-03-30,21.4,7.3,0.0,Yungay,Low,Moderately Susceptible,25.1,7.0,High,"Widespread, moderate resistance",March,79.52,True,False,other,['Not Planting Season']
2010-03-31,18.8,7.2,17.4,Poccoya,Medium,High,25.1,7.0,High,"Widespread, moderate resistance",March,79.52,True,False,other,['Not Planting Season']
2010-04-01,18.4,8.1,1.0,INIA-303 Canchan,Low,Moderately Resistant,25.1,7.0,High,"Widespread, moderate resistance",April,77.03,False,False,other,['Not Planting Season']
2010-04-02,19.8,7.7,0.0,INIA-302 Amarilis,Low,Moderately Susceptible,27.2,6.0,High,"Commonly grown, higher EIR",April,77.03,False,False,other,['Not Planting Season']
2010-04-03,18.8,7.2,0.0,INIA-303 Canchan,Low,Moderately Resistant,25.1,7.0,High,"Widespread, moderate resistance",April,77.03,False,False,other,['Not Planting Season']
2010-04-04,19.8,7.2,1.5,CIP Matilde,Low,High,25.1,7.0,High,"Widespread, moderate resistance",April,77.03,False,False,other,['Not Planting Season']
2010-04-05,17.2,6.4,9.9,CIP Matilde,Medium,High,25.1,7.0,High,"Widespread, moderate resistance",April,77.03,False,False,other,['Not Planting Season']
2010-04-06,19.2,8.4,6.9,INIA-321 Kawsay,Medium,High,25.1,7.0,High,"Widespread, moderate resistance",April,77.03,False,False,other,['Not Planting Season']
2010-04-07,20.2,6.9,20.9,CIP Matilde,Medium,High,25.1,7.0,High,"Widespread, moderate resistance",April,77.03,False,False,other,['Not Planting Season']
2010-04-08,20.0,6.3,0.0,Yungay,Low,Moderately Susceptible,25.1,7.0,High,"Widespread, moderate resistance",April,77.03,False,False,other,['Not Planting Season']
2010-04-09,20.6,7.7,0.0,INIA-321 Kawsay,Low,High,25.1,7.0,High,"Widespread, moderate resistance",April,77.03,False,False,other,['Not Planting Season']
2010-04-10,21.4,7.3,0.0,INIA-303 Canchan,Low,Moderately Resistant,25.1,7.0,High,"Widespread, moderate resistance",April,77.03,False,False,other,['Not Planting Season']
2010-04-11,21.0,8.0,0.0,INIA-321 Kawsay,Low,High,25.1,7.0,High,"Widespread, moderate resistance",April,77.03,False,False,other,['Not Planting Season']
2010-04-12,20.8,5.0,0.0,Yungay,Low,Moderately Susceptible,25.1,7.0,High,"Widespread, moderate resistance",April,77.03,False,False,other,['Not Planting Season']
2010-04-13,19.2,6.2,6.5,Yungay,Medium,Moderately Susceptible,25.1,7.0,High,"Widespread, moderate resistance",April,77.03,False,False,other,['Not Planting Season']
2010-04-14,18.5,7.0,0.0,INIA-303 Canchan,Low,Moderately Resistant,25.1,7.0,High,"Widespread, moderate resistance",April,77.03,False,False,other,['Not Planting Season']
2010-04-15,20.6,6.8,0.0,Yungay,Low,Moderately Susceptible,25.1,7.0,High,"Widespread, moderate resistance",April,77.03,False,False,other,['Not Planting Season']
2010-04-16,14.5,7.5,0.0,INIA-321 Kawsay,Low,High,25.1,7.0,High,"Widespread, moderate resistance",April,77.03,False,False,other,['Not Planting Season']
2010-04-17,19.8,6.7,0.0,INIA-303 Canchan,Low,Moderately Resistant,25.1,7.0,High,"Widespread, moderate resistance",April,77.03,False,False,other,['Not Planting Season']
2010-04-18,18.5,6.4,0.0,INIA-303 Canchan,Low,Moderately Resistant,25.1,7.0,High,"Widespread, moderate resistance",April,77.03,False,False,other,['Not Planting Season']
2010-04-19,19.1,7.2,0.0,INIA-302 Amarilis,Low,Moderately Susceptible,27.2,6.0,High,"Commonly grown, higher EIR",April,77.03,False,False,other,['Not Planting Season']
2010-04-20,22.2,7.2,0.0,INIA-303 Canchan,Low,Moderately Resistant,25.1,7.0,High,"Widespread, moderate resistance",April,77.03,False,False,other,['Not Planting Season']
2010-04-21,21.6,8.0,0.0,INIA-302 Amarilis,Low,Moderately Susceptible,27.2,6.0,High,"Commonly grown, higher EIR",April,77.03,False,False,other,['Not Planting Season']
2010-04-22,21.5,6.8,0.0,INIA-303 Canchan,Low,Moderately Resistant,25.1,7.0,High,"Widespread, moderate resistance",April,77.03,False,False,other,['Not Planting Season']
2010-04-23,21.5,7.2,0.0,INIA-302 Amarilis,Low,Moderately Susceptible,27.2,6.0,High,"Commonly grown, higher EIR",April,77.03,False,False,other,['Not Planting Season']
2010-04-24,20.5,7.8,0.0,CIP Matilde,Low,High,25.1,7.0,High,"Widespread, moderate resistance",April,77.03,False,False,other,['Not Planting Season']
2010-04-25,22.5,8.4,0.0,Yungay,Medium,Moderately Susceptible,25.1,7.0,High,"Widespread, moderate resistance",April,77.03,False,False,other,['Not Planting Season']
2010-04-26,21.2,6.4,0.0,INIA-321 Kawsay,Low,High,25.1,7.0,High,"Widespread, moderate resistance",April,77.03,False,False,other,['Not Planting Season']
2010-04-27,21.1,6.4,0.5,INIA-302 Amarilis,Low,Moderately Susceptible,27.2,6.0,High,"Commonly grown, higher EIR",April,77.03,False,False,other,['Not Planting Season']
2010-04-28,21.8,6.3,0.0,INIA-302 Amarilis,Low,Moderately Susceptible,27.2,6.0,High,"Commonly grown, higher EIR",April,77.03,False,False,other,['Not Planting Season']
2010-04-29,18.8,8.0,0.0,Poccoya,Low,High,25.1,7.0,High,"Widespread, moderate resistance",April,77.03,False,False,other,['Not Planting Season']
2010-04-30,15.8,8.2,8.2,INIA-303 Canchan,Medium,Moderately Resistant,25.1,7.0,High,"Widespread, moderate resistance",April,77.03,False,False,other,['Not Planting Season']
2010-05-01,18.2,7.1,0.0,CIP Matilde,Low,High,25.1,7.0,High,"Widespread, moderate resistance",May,73.32,False,False,coastal,"['May', 'June', 'July']"
2010-05-02,19.5,6.9,0.0,INIA-321 Kawsay,Low,High,25.1,7.0,High,"Widespread, moderate resistance",May,73.32,False,False,coastal,"['May', 'June', 'July']"
2010-05-03,20.6,6.2,0.0,CIP Matilde,Low,High,25.1,7.0,High,"Widespread, moderate resistance",May,73.32,False,False,coastal,"['May', 'June', 'July']"
2010-05-04,20.8,4.8,0.0,Poccoya,Low,High,25.1,7.0,High,"Widespread, moderate resistance",May,73.32,False,False,coastal,"['May', 'June', 'July']"
2010-05-05,21.3,5.0,0.0,CIP Matilde,Low,High,25.1,7.0,High,"Widespread, moderate resistance",May,73.32,False,False,coastal,"['May', 'June', 'July']"
2010-05-06,21.3,4.8,0.0,INIA-302 Amarilis,Low,Moderately Susceptible,27.2,6.0,High,"Commonly grown, higher EIR",May,73.32,False,False,coastal,"['May', 'June', 'July']"
2010-05-07,21.7,5.4,0.0,INIA-321 Kawsay,Low,High,25.1,7.0,High,"Widespread, moderate resistance",May,73.32,False,False,coastal,"['May', 'June', 'July']"
2010-05-08,20.5,6.4,0.0,Poccoya,Low,High,25.1,7.0,High,"Widespread, moderate resistance",May,73.32,False,False,coastal,"['May', 'June', 'July']"
2010-05-09,20.2,5.2,0.0,INIA-321 Kawsay,Low,High,25.1,7.0,High,"Widespread, moderate resistance",May,73.32,False,False,coastal,"['May', 'June', 'July']"
2010-05-10,21.6,6.0,0.0,Poccoya,Low,High,25.1,7.0,High,"Widespread, moderate resistance",May,73.32,False,False,coastal,"['May', 'June', 'July']"
2010-05-11,22.4,5.4,0.0,Poccoya,Low,High,25.1,7.0,High,"Widespread, moderate resistance",May,73.32,False,False,coastal,"['May', 'June', 'July']"
2010-05-12,20.0,4.4,0.0,Poccoya,Low,High,25.1,7.0,High,"Widespread, moderate resistance",May,73.32,False,False,coastal,"['May', 'June', 'July']"
2010-05-13,21.0,4.5,0.0,INIA-302 Amarilis,Low,Moderately Susceptible,27.2,6.0,High,"Commonly grown, higher EIR",May,73.32,False,False,coastal,"['May', 'June', 'July']"
2010-05-14,20.4,3.6,0.0,INIA-302 Amarilis,Low,Moderately Susceptible,27.2,6.0,High,"Commonly grown, higher EIR",May,73.32,False,False,coastal,"['May', 'June', 'July']"
2010-05-15,20.2,4.6,0.0,INIA-321 Kawsay,Low,High,25.1,7.0,High,"Widespread, moderate resistance",May,73.32,False,False,coastal,"['May', 'June', 'July']"
2010-05-16,19.8,6.4,0.0,Poccoya,Low,High,25.1,7.0,High,"Widespread, moderate resistance",May,73.32,False,False,coastal,"['May', 'June', 'July']"
2010-05-17,21.2,6.2,0.0,INIA-303 Canchan,Low,Moderately Resistant,25.1,7.0,High,"Widespread, moderate resistance",May,73.32,False,False,coastal,"['May', 'June', 'July']"
2010-05-18,20.0,6.0,0.0,Poccoya,Low,High,25.1,7.0,High,"Widespread, moderate resistance",May,73.32,False,False,coastal,"['May', 'June', 'July']"
2010-05-19,22.3,7.5,0.0,INIA-321 Kawsay,Low,High,25.1,7.0,High,"Widespread, moderate resistance",May,73.32,False,False,coastal,"['May', 'June', 'July']"
2010-05-20,20.6,8.0,0.0,Yungay,Low,Moderately Susceptible,25.1,7.0,High,"Widespread, moderate resistance",May,73.32,False,False,coastal,"['May', 'June', 'July']"
2010-05-21,18.1,7.6,0.0,INIA-303 Canchan,Low,Moderately Resistant,25.1,7.0,High,"Widespread, moderate resistance",May,73.32,False,False,coastal,"['May', 'June', 'July']"
2010-05-22,20.6,5.0,0.0,INIA-302 Amarilis,Low,Moderately Susceptible,27.2,6.0,High,"Commonly grown, higher EIR",May,73.32,False,False,coastal,"['May', 'June', 'July']"
2010-05-23,20.8,2.0,0.0,CIP Matilde,Low,High,25.1,7.0,High,"Widespread, moderate resistance",May,73.32,False,False,coastal,"['May', 'June', 'July']"
2010-05-24,20.1,0.4,0.0,Yungay,Low,Moderately Susceptible,25.1,7.0,High,"Widespread, moderate resistance",May,73.32,False,False,coastal,"['May', 'June', 'July']"
2010-05-25,17.2,5.6,10.0,INIA-321 Kawsay,Medium,High,25.1,7.0,High,"Widespread, moderate resistance",May,73.32,False,False,coastal,"['May', 'June', 'July']"
2010-05-26,17.5,5.8,0.0,INIA-321 Kawsay,Low,High,25.1,7.0,High,"Widespread, moderate resistance",May,73.32,False,False,coastal,"['May', 'June', 'July']"
2010-05-27,16.5,4.8,0.0,INIA-321 Kawsay,Low,High,25.1,7.0,High,"Widespread, moderate resistance",May,73.32,False,False,coastal,"['May', 'June', 'July']"
2010-05-28,16.1,7.0,0.0,INIA-321 Kawsay,Low,High,25.1,7.0,High,"Widespread, moderate resistance",May,73.32,False,False,coastal,"['May', 'June', 'July']"
2010-05-29,20.6,5.4,0.0,CIP Matilde,Low,High,25.1,7.0,High,"Widespread, moderate resistance",May,73.32,False,False,coastal,"['May', 'June', 'July']"
2010-05-30,20.6,4.2,0.0,CIP Matilde,Low,High,25.1,7.0,High,"Widespread, moderate resistance",May,73.32,False,False,coastal,"['May', 'June', 'July']"
2010-05-31,20.2,6.4,0.0,Yungay,Low,Moderately Susceptible,25.1,7.0,High,"Widespread, moderate resistance",May,73.32,False,False,coastal,"['May', 'June', 'July']"
2010-06-01,20.5,5.3,0.0,INIA-303 Canchan,Low,Moderately Resistant,25.1,7.0,High,"Widespread, moderate resistance",June,68.53,False,False,maway,"['June', 'July', 'August', 'September']"
2010-06-02,20.4,5.0,0.0,INIA-321 Kawsay,Low,High,25.1,7.0,High,"Widespread, moderate resistance",June,68.53,False,False,maway,"['June', 'July', 'August', 'September']"
2010-06-03,20.5,4.4,0.0,CIP Matilde,Low,High,25.1,7.0,High,"Widespread, moderate resistance",June,68.53,False,False,maway,"['June', 'July', 'August', 'September']"
2010-06-04,19.8,6.0,0.0,INIA-302 Amarilis,Low,Moderately Susceptible,27.2,6.0,High,"Commonly grown, higher EIR",June,68.53,False,False,maway,"['June', 'July', 'August', 'September']"
2010-06-05,18.6,5.9,0.0,INIA-302 Amarilis,Low,Moderately Susceptible,27.2,6.0,High,"Commonly grown, higher EIR",June,68.53,False,False,maway,"['June', 'July', 'August', 'September']"
2010-06-06,18.5,5.2,0.0,CIP Matilde,Low,High,25.1,7.0,High,"Widespread, moderate resistance",June,68.53,False,False,maway,"['June', 'July', 'August', 'September']"
2010-06-07,21.1,4.6,0.0,Poccoya,Low,High,25.1,7.0,High,"Widespread, moderate resistance",June,68.53,False,False,maway,"['June', 'July', 'August', 'September']"
2010-06-08,20.5,4.9,0.0,Poccoya,Low,High,25.1,7.0,High,"Widespread, moderate resistance",June,68.53,False,False,maway,"['June', 'July', 'August', 'September']"
2010-06-09,19.8,4.6,0.0,CIP Matilde,Low,High,25.1,7.0,High,"Widespread, moderate resistance",June,68.53,False,False,maway,"['June', 'July', 'August', 'September']"
2010-06-10,19.2,3.4,0.0,CIP Matilde,Low,High,25.1,7.0,High,"Widespread, moderate resistance",June,68.53,False,False,maway,"['June', 'July', 'August', 'September']"
2010-06-11,18.5,1.8,0.0,INIA-321 Kawsay,Low,High,25.1,7.0,High,"Widespread, moderate resistance",June,68.53,False,False,maway,"['June', 'July', 'August', 'September']"
2010-06-12,18.6,3.3,0.0,Poccoya,Low,High,25.1,7.0,High,"Widespread, moderate resistance",June,68.53,False,False,maway,"['June', 'July', 'August', 'September']"
2010-06-13,20.2,1.6,0.0,Poccoya,Low,High,25.1,7.0,High,"Widespread, moderate resistance",June,68.53,False,False,maway,"['June', 'July', 'August', 'September']"
2010-06-14,20.0,1.0,0.0,CIP Matilde,Low,High,25.1,7.0,High,"Widespread, moderate resistance",June,68.53,False,False,maway,"['June', 'July', 'August', 'September']"
2010-06-15,21.2,3.0,0.0,Poccoya,Low,High,25.1,7.0,High,"Widespread, moderate resistance",June,68.53,False,False,maway,"['June', 'July', 'August', 'September']"
2010-06-16,21.2,4.0,0.0,INIA-303 Canchan,Low,Moderately Resistant,25.1,7.0,High,"Widespread, moderate resistance",June,68.53,False,False,maway,"['June', 'July', 'August', 'September']"
2010-06-17,21.0,3.6,0.0,Yungay,Low,Moderately Susceptible,25.1,7.0,High,"Widespread, moderate resistance",June,68.53,False,False,maway,"['June', 'July', 'August', 'September']"
2010-06-18,21.1,5.4,0.0,INIA-302 Amarilis,Low,Moderately Susceptible,27.2,6.0,High,"Commonly grown, higher EIR",June,68.53,False,False,maway,"['June', 'July', 'August', 'September']"
2010-06-19,19.2,2.6,0.0,Yungay,Low,Moderately Susceptible,25.1,7.0,High,"Widespread, moderate resistance",June,68.53,False,False,maway,"['June', 'July', 'August', 'September']"
2010-06-20,20.1,3.9,3.8,INIA-303 Canchan,Low,Moderately Resistant,25.1,7.0,High,"Widespread, moderate resistance",June,68.53,False,False,maway,"['June', 'July', 'August', 'September']"
2010-06-21,19.2,4.5,0.0,CIP Matilde,Low,High,25.1,7.0,High,"Widespread, moderate resistance",June,68.53,False,False,maway,"['June', 'July', 'August', 'September']"
2010-06-22,20.5,4.1,0.0,Yungay,Low,Moderately Susceptible,25.1,7.0,High,"Widespread, moderate resistance",June,68.53,False,False,maway,"['June', 'July', 'August', 'September']"
2010-06-23,20.0,3.4,0.0,Yungay,Low,Moderately Susceptible,25.1,7.0,High,"Widespread, moderate resistance",June,68.53,False,False,maway,"['June', 'July', 'August', 'September']"
2010-06-24,20.6,3.5,0.0,Poccoya,Low,High,25.1,7.0,High,"Widespread, moderate resistance",June,68.53,False,False,maway,"['June', 'July', 'August', 'September']"
2010-06-25,20.5,3.1,0.0,INIA-303 Canchan,Low,Moderately Resistant,25.1,7.0,High,"Widespread, moderate resistance",June,68.53,False,False,maway,"['June', 'July', 'August', 'September']"
2010-06-26,19.5,3.1,0.0,CIP Matilde,Low,High,25.1,7.0,High,"Widespread, moderate resistance",June,68.53,False,False,maway,"['June', 'July', 'August', 'September']"
2010-06-27,20.4,5.2,0.0,Poccoya,Low,High,25.1,7.0,High,"Widespread, moderate resistance",June,68.53,False,False,maway,"['June', 'July', 'August', 'September']"
2010-06-28,18.0,5.5,0.0,Poccoya,Low,High,25.1,7.0,High,"Widespread, moderate resistance",June,68.53,False,False,maway,"['June', 'July', 'August', 'September']"
2010-06-29,19.0,4.9,0.0,CIP Matilde,Low,High,25.1,7.0,High,"Widespread, moderate resistance",June,68.53,False,False,maway,"['June', 'July', 'August', 'September']"
2010-06-30,20.2,4.4,0.0,INIA-303 Canchan,Low,Moderately Resistant,25.1,7.0,High,"Widespread, moderate resistance",June,68.53,False,False,maway,"['June', 'July', 'August', 'September']"
2010-07-01,20.6,3.0,0.0,Yungay,Low,Moderately Susceptible,25.1,7.0,High,"Widespread, moderate resistance",July,66.26,False,False,maway,"['June', 'July', 'August', 'September']"
2010-07-02,21.2,5.4,0.0,Yungay,Low,Moderately Susceptible,25.1,7.0,High,"Widespread, moderate resistance",July,66.26,False,False,maway,"['June', 'July', 'August', 'September']"
2010-07-03,20.5,4.8,0.0,Yungay,Low,Moderately Susceptible,25.1,7.0,High,"Widespread, moderate resistance",July,66.26,False,False,maway,"['June', 'July', 'August', 'September']"
2010-07-04,20.8,3.2,0.0,INIA-303 Canchan,Low,Moderately Resistant,25.1,7.0,High,"Widespread, moderate resistance",July,66.26,False,False,maway,"['June', 'July', 'August', 'September']"
2010-07-05,21.2,2.2,0.0,Poccoya,Low,High,25.1,7.0,High,"Widespread, moderate resistance",July,66.26,False,False,maway,"['June', 'July', 'August', 'September']"
2010-07-06,21.2,1.0,0.0,Yungay,Low,Moderately Susceptible,25.1,7.0,High,"Widespread, moderate resistance",July,66.26,False,False,maway,"['June', 'July', 'August', 'September']"
2010-07-07,20.0,1.6,0.0,INIA-303 Canchan,Low,Moderately Resistant,25.1,7.0,High,"Widespread, moderate resistance",July,66.26,False,False,maway,"['June', 'July', 'August', 'September']"
2010-07-08,20.5,3.3,0.0,INIA-321 Kawsay,Low,High,25.1,7.0,High,"Widespread, moderate resistance",July,66.26,False,False,maway,"['June', 'July', 'August', 'September']"
2010-07-09,20.6,4.5,0.0,Poccoya,Low,High,25.1,7.0,High,"Widespread, moderate resistance",July,66.26,False,False,maway,"['June', 'July', 'August', 'September']"
2010-07-10,20.4,5.0,0.0,INIA-321 Kawsay,Low,High,25.1,7.0,High,"Widespread, moderate resistance",July,66.26,False,False,maway,"['June', 'July', 'August', 'September']"
2010-07-11,20.3,2.4,0.0,INIA-321 Kawsay,Low,High,25.1,7.0,High,"Widespread, moderate resistance",July,66.26,False,False,maway,"['June', 'July', 'August', 'September']"
2010-07-12,21.3,0.8,0.0,INIA-303 Canchan,Low,Moderately Resistant,25.1,7.0,High,"Widespread, moderate resistance",July,66.26,False,False,maway,"['June', 'July', 'August', 'September']"
2010-07-13,20.5,0.4,0.0,Poccoya,Low,High,25.1,7.0,High,"Widespread, moderate resistance",July,66.26,False,False,maway,"['June', 'July', 'August', 'September']"
2010-07-14,20.5,0.6,0.0,Yungay,Low,Moderately Susceptible,25.1,7.0,High,"Widespread, moderate resistance",July,66.26,False,False,maway,"['June', 'July', 'August', 'September']"
2010-07-15,20.8,0.5,0.0,INIA-302 Amarilis,Low,Moderately Susceptible,27.2,6.0,High,"Commonly grown, higher EIR",July,66.26,False,False,maway,"['June', 'July', 'August', 'September']"
2010-07-16,19.1,-0.4,0.0,INIA-302 Amarilis,Low,Moderately Susceptible,27.2,6.0,High,"Commonly grown, higher EIR",July,66.26,False,False,maway,"['June', 'July', 'August', 'September']"
2010-07-17,19.3,2.5,0.0,CIP Matilde,Low,High,25.1,7.0,High,"Widespread, moderate resistance",July,66.26,False,False,maway,"['June', 'July', 'August', 'September']"
2010-07-18,20.5,3.6,0.0,Poccoya,Low,High,25.1,7.0,High,"Widespread, moderate resistance",July,66.26,False,False,maway,"['June', 'July', 'August', 'September']"
2010-07-19,20.7,1.0,0.0,INIA-321 Kawsay,Low,High,25.1,7.0,High,"Widespread, moderate resistance",July,66.26,False,False,maway,"['June', 'July', 'August', 'September']"
2010-07-20,20.3,1.4,0.0,Poccoya,Low,High,25.1,7.0,High,"Widespread, moderate resistance",July,66.26,False,False,maway,"['June', 'July', 'August', 'September']"
2010-07-21,19.8,1.5,0.0,INIA-302 Amarilis,Low,Moderately Susceptible,27.2,6.0,High,"Commonly grown, higher EIR",July,66.26,False,False,maway,"['June', 'July', 'August', 'September']"
2010-07-22,20.4,1.2,0.0,Poccoya,Low,High,25.1,7.0,High,"Widespread, moderate resistance",July,66.26,False,False,maway,"['June', 'July', 'August', 'September']"
2010-07-23,21.6,2.3,0.0,INIA-321 Kawsay,Low,High,25.1,7.0,High,"Widespread, moderate resistance",July,66.26,False,False,maway,"['June', 'July', 'August', 'September']"
2010-07-24,20.8,0.9,0.0,Yungay,Low,Moderately Susceptible,25.1,7.0,High,"Widespread, moderate resistance",July,66.26,False,False,maway,"['June', 'July', 'August', 'September']"
2010-07-25,21.0,1.0,0.0,INIA-303 Canchan,Low,Moderately Resistant,25.1,7.0,High,"Widespread, moderate resistance",July,66.26,False,False,maway,"['June', 'July', 'August', 'September']"
2010-07-26,22.0,1.2,0.0,INIA-302 Amarilis,Low,Moderately Susceptible,27.2,6.0,High,"Commonly grown, higher EIR",July,66.26,False,False,maway,"['June', 'July', 'August', 'September']"
2010-07-27,19.8,2.3,0.0,Poccoya,Low,High,25.1,7.0,High,"Widespread, moderate resistance",July,66.26,False,False,maway,"['June', 'July', 'August', 'September']"
2010-07-28,20.2,2.2,0.0,Poccoya,Low,High,25.1,7.0,High,"Widespread, moderate resistance",July,66.26,False,False,maway,"['June', 'July', 'August', 'September']"
2010-07-29,20.8,3.0,0.0,CIP Matilde,Low,High,25.1,7.0,High,"Widespread, moderate resistance",July,66.26,False,False,maway,"['June', 'July', 'August', 'September']"
2010-07-30,21.6,2.2,0.0,INIA-321 Kawsay,Low,High,25.1,7.0,High,"Widespread, moderate resistance",July,66.26,False,False,maway,"['June', 'July', 'August', 'September']"
2010-07-31,20.6,1.4,0.0,CIP Matilde,Low,High,25.1,7.0,High,"Widespread, moderate resistance",July,66.26,False,False,maway,"['June', 'July', 'August', 'September']"
2010-08-01,19.9,2.4,0.0,Poccoya,Low,High,25.1,7.0,High,"Widespread, moderate resistance",August,65.13,False,False,maway,"['June', 'July', 'August', 'September']"
2010-08-02,20.3,2.0,0.0,Yungay,Low,Moderately Susceptible,25.1,7.0,High,"Widespread, moderate resistance",August,65.13,False,False,maway,"['June', 'July', 'August', 'September']"
2010-08-03,21.1,1.2,0.0,Poccoya,Low,High,25.1,7.0,High,"Widespread, moderate resistance",August,65.13,False,False,maway,"['June', 'July', 'August', 'September']"
2010-08-04,20.0,1.4,0.0,Yungay,Low,Moderately Susceptible,25.1,7.0,High,"Widespread, moderate resistance",August,65.13,False,False,maway,"['June', 'July', 'August', 'September']"
2010-08-05,20.6,2.3,0.0,INIA-302 Amarilis,Low,Moderately Susceptible,27.2,6.0,High,"Commonly grown, higher EIR",August,65.13,False,False,maway,"['June', 'July', 'August', 'September']"
